Origen_Continente;Origen;Destino;Destino_Provincia;Anyo;Mes;Mes_Nombre;Tiempo_Medio_Estancia;Gasto_Medio_Diario_PorVisitante;Total_Turistas;Total_Pernoctaciones
Europa;Alemania;Andalucía;Almería;2021;1;Enero;11;76,38;2993;32923
Europa;Alemania;Andalucía;Almería;2021;2;Febrero;15,2;76,38;2424;36845
Europa;Alemania;Andalucía;Almería;2021;3;Marzo;15,5;76,38;2465;38208
Europa;Alemania;Andalucía;Almería;2021;4;Abril;17,2;76,38;2319;39887
Europa;Alemania;Andalucía;Almería;2021;5;Mayo;14,7;76,38;2443;35912
Europa;Alemania;Andalucía;Almería;2021;6;Junio;13,2;76,38;2824;37277
Europa;Alemania;Andalucía;Almería;2021;7;Julio;13,9;76,38;4078;56684
Europa;Alemania;Andalucía;Almería;2021;8;Agosto;13,8;76,38;4458;61520
Europa;Alemania;Andalucía;Almería;2021;9;Septiembre;12,3;76,38;4346;53456
Europa;Alemania;Andalucía;Almería;2021;10;Octubre;12,1;76,38;5690;68849
Europa;Alemania;Andalucía;Almería;2021;11;Noviembre;12,7;76,38;4456;56591
Europa;Alemania;Andalucía;Almería;2021;12;Diciembre;13,9;76,38;4269;59339
Europa;Andorra;Andalucía;Almería;2021;1;Enero;8,1;82,04;49;397
Europa;Andorra;Andalucía;Almería;2021;3;Marzo;8,6;82,04;30;258
Europa;Andorra;Andalucía;Almería;2021;4;Abril;5,6;82,04;38;213
Europa;Andorra;Andalucía;Almería;2021;5;Mayo;7,5;82,04;70;525
Europa;Andorra;Andalucía;Almería;2021;6;Junio;8,8;82,04;96;845
Europa;Andorra;Andalucía;Almería;2021;7;Julio;8,7;82,04;179;1557
Europa;Andorra;Andalucía;Almería;2021;8;Agosto;12;82,04;260;3120
Europa;Andorra;Andalucía;Almería;2021;9;Septiembre;13,2;82,04;171;2257
Europa;Andorra;Andalucía;Almería;2021;10;Octubre;11;82,04;96;1056
Europa;Andorra;Andalucía;Almería;2021;11;Noviembre;8,1;82,04;92;745
Europa;Andorra;Andalucía;Almería;2021;12;Diciembre;8,4;82,04;43;361
Europa;Austria;Andalucía;Almería;2021;1;Enero;5,2;73,55;667;3468
Europa;Austria;Andalucía;Almería;2021;2;Febrero;5,4;73,55;532;2873
Europa;Austria;Andalucía;Almería;2021;3;Marzo;7,3;73,55;524;3825
Europa;Austria;Andalucía;Almería;2021;4;Abril;7;73,55;841;5887
Europa;Austria;Andalucía;Almería;2021;5;Mayo;7,2;73,55;814;5861
Europa;Austria;Andalucía;Almería;2021;6;Junio;6,2;73,55;1049;6504
Europa;Austria;Andalucía;Almería;2021;7;Julio;7,4;73,55;2149;15903
Europa;Austria;Andalucía;Almería;2021;8;Agosto;9,2;73,55;2208;20314
Europa;Austria;Andalucía;Almería;2021;9;Septiembre;8,2;73,55;1651;13538
Europa;Austria;Andalucía;Almería;2021;10;Octubre;11,1;73,55;1716;19048
Europa;Austria;Andalucía;Almería;2021;11;Noviembre;8,8;73,55;1454;12795
Europa;Austria;Andalucía;Almería;2021;12;Diciembre;9,4;73,55;1256;11806
Europa;Bélgica;Andalucía;Almería;2021;1;Enero;9,2;72,46;985;9062
Europa;Bélgica;Andalucía;Almería;2021;2;Febrero;11,4;72,46;676;7706
Europa;Bélgica;Andalucía;Almería;2021;3;Marzo;11,3;72,46;676;7639
Europa;Bélgica;Andalucía;Almería;2021;4;Abril;11,3;72,46;898;10147
Europa;Bélgica;Andalucía;Almería;2021;5;Mayo;9,7;72,46;1537;14909
Europa;Bélgica;Andalucía;Almería;2021;6;Junio;10,5;72,46;1877;19709
Europa;Bélgica;Andalucía;Almería;2021;7;Julio;10,2;72,46;4075;41565
Europa;Bélgica;Andalucía;Almería;2021;8;Agosto;12,3;72,46;5174;63640
Europa;Bélgica;Andalucía;Almería;2021;9;Septiembre;9,4;72,46;3915;36801
Europa;Bélgica;Andalucía;Almería;2021;10;Octubre;9;72,46;4026;36234
Europa;Bélgica;Andalucía;Almería;2021;11;Noviembre;9,8;72,46;2812;27558
Europa;Bélgica;Andalucía;Almería;2021;12;Diciembre;11;72,46;1776;19536
Europa;Dinamarca;Andalucía;Almería;2021;1;Enero;8,3;64,99;398;3303
Europa;Dinamarca;Andalucía;Almería;2021;2;Febrero;9,1;64,99;429;3904
Europa;Dinamarca;Andalucía;Almería;2021;3;Marzo;8,5;64,99;572;4862
Europa;Dinamarca;Andalucía;Almería;2021;4;Abril;9;64,99;415;3735
Europa;Dinamarca;Andalucía;Almería;2021;5;Mayo;7,9;64,99;488;3855
Europa;Dinamarca;Andalucía;Almería;2021;6;Junio;11,4;64,99;694;7912
Europa;Dinamarca;Andalucía;Almería;2021;7;Julio;7,8;64,99;731;5702
Europa;Dinamarca;Andalucía;Almería;2021;8;Agosto;10,2;64,99;898;9160
Europa;Dinamarca;Andalucía;Almería;2021;9;Septiembre;10;64,99;879;8790
Europa;Dinamarca;Andalucía;Almería;2021;10;Octubre;9;64,99;964;8676
Europa;Dinamarca;Andalucía;Almería;2021;11;Noviembre;10;64,99;674;6740
Europa;Dinamarca;Andalucía;Almería;2021;12;Diciembre;10,7;64,99;584;6249
Europa;Finlandia;Andalucía;Almería;2021;1;Enero;4,4;50,63;111;488
Europa;Finlandia;Andalucía;Almería;2021;2;Febrero;6,4;50,63;75;480
Europa;Finlandia;Andalucía;Almería;2021;3;Marzo;4,9;50,63;61;299
Europa;Finlandia;Andalucía;Almería;2021;4;Abril;8,2;50,63;89;730
Europa;Finlandia;Andalucía;Almería;2021;5;Mayo;5,1;50,63;100;510
Europa;Finlandia;Andalucía;Almería;2021;6;Junio;5,4;50,63;103;556
Europa;Finlandia;Andalucía;Almería;2021;7;Julio;6;50,63;114;684
Europa;Finlandia;Andalucía;Almería;2021;8;Agosto;7,5;50,63;83;623
Europa;Finlandia;Andalucía;Almería;2021;9;Septiembre;5,5;50,63;115;633
Europa;Finlandia;Andalucía;Almería;2021;10;Octubre;6,5;50,63;140;910
Europa;Finlandia;Andalucía;Almería;2021;11;Noviembre;8,6;50,63;168;1445
Europa;Finlandia;Andalucía;Almería;2021;12;Diciembre;7,5;50,63;142;1065
Europa;Francia;Andalucía;Almería;2021;1;Enero;9,4;57,62;3857;36256
Europa;Francia;Andalucía;Almería;2021;2;Febrero;12,2;57,62;2896;35331
Europa;Francia;Andalucía;Almería;2021;3;Marzo;12,6;57,62;3559;44843
Europa;Francia;Andalucía;Almería;2021;4;Abril;11,8;57,62;3550;41890
Europa;Francia;Andalucía;Almería;2021;5;Mayo;10,8;57,62;4679;50533
Europa;Francia;Andalucía;Almería;2021;6;Junio;10,8;57,62;5560;60048
Europa;Francia;Andalucía;Almería;2021;7;Julio;9,9;57,62;9417;93228
Europa;Francia;Andalucía;Almería;2021;8;Agosto;10,7;57,62;15383;164598
Europa;Francia;Andalucía;Almería;2021;9;Septiembre;11,1;57,62;8445;93740
Europa;Francia;Andalucía;Almería;2021;10;Octubre;10,9;57,62;7748;84453
Europa;Francia;Andalucía;Almería;2021;11;Noviembre;10,7;57,62;7300;78110
Europa;Francia;Andalucía;Almería;2021;12;Diciembre;11,3;57,62;6076;68659
Europa;Irlanda;Andalucía;Almería;2021;1;Enero;10,3;63,61;474;4882
Europa;Irlanda;Andalucía;Almería;2021;2;Febrero;16,4;63,61;527;8643
Europa;Irlanda;Andalucía;Almería;2021;3;Marzo;11,3;63,61;375;4238
Europa;Irlanda;Andalucía;Almería;2021;4;Abril;11;63,61;276;3036
Europa;Irlanda;Andalucía;Almería;2021;5;Mayo;10,5;63,61;322;3381
Europa;Irlanda;Andalucía;Almería;2021;6;Junio;12,2;63,61;319;3892
Europa;Irlanda;Andalucía;Almería;2021;7;Julio;11,2;63,61;401;4491
Europa;Irlanda;Andalucía;Almería;2021;8;Agosto;10,9;63,61;745;8121
Europa;Irlanda;Andalucía;Almería;2021;9;Septiembre;9,7;63,61;731;7091
Europa;Irlanda;Andalucía;Almería;2021;10;Octubre;9,4;63,61;965;9071
Europa;Irlanda;Andalucía;Almería;2021;11;Noviembre;10,6;63,61;502;5321
Europa;Irlanda;Andalucía;Almería;2021;12;Diciembre;11,8;63,61;419;4944
Europa;Italia;Andalucía;Almería;2021;1;Enero;9,2;43,18;1802;16578
Europa;Italia;Andalucía;Almería;2021;2;Febrero;9,6;43,18;1681;16138
Europa;Italia;Andalucía;Almería;2021;3;Marzo;10,1;43,18;1827;18453
Europa;Italia;Andalucía;Almería;2021;4;Abril;11;43,18;1870;20570
Europa;Italia;Andalucía;Almería;2021;5;Mayo;7,9;43,18;1417;11194
Europa;Italia;Andalucía;Almería;2021;6;Junio;9,6;43,18;1759;16886
Europa;Italia;Andalucía;Almería;2021;7;Julio;10;43,18;1887;18870
Europa;Italia;Andalucía;Almería;2021;8;Agosto;10,1;43,18;2320;23432
Europa;Italia;Andalucía;Almería;2021;9;Septiembre;9,3;43,18;1740;16182
Europa;Italia;Andalucía;Almería;2021;10;Octubre;8,6;43,18;1777;15282
Europa;Italia;Andalucía;Almería;2021;11;Noviembre;7,9;43,18;1814;14331
Europa;Italia;Andalucía;Almería;2021;12;Diciembre;8,7;43,18;1928;16774
Europa;Noruega;Andalucía;Almería;2021;1;Enero;7,4;76,39;57;422
Europa;Noruega;Andalucía;Almería;2021;2;Febrero;8,7;76,39;44;383
Europa;Noruega;Andalucía;Almería;2021;3;Marzo;10;76,39;43;430
Europa;Noruega;Andalucía;Almería;2021;4;Abril;8,3;76,39;36;299
Europa;Noruega;Andalucía;Almería;2021;5;Mayo;9,6;76,39;37;355
Europa;Noruega;Andalucía;Almería;2021;6;Junio;10,3;76,39;35;361
Europa;Noruega;Andalucía;Almería;2021;7;Julio;10,3;76,39;103;1061
Europa;Noruega;Andalucía;Almería;2021;8;Agosto;12,7;76,39;111;1410
Europa;Noruega;Andalucía;Almería;2021;9;Septiembre;9,1;76,39;120;1092
Europa;Noruega;Andalucía;Almería;2021;10;Octubre;9,7;76,39;300;2910
Europa;Noruega;Andalucía;Almería;2021;11;Noviembre;8,9;76,39;176;1566
Europa;Noruega;Andalucía;Almería;2021;12;Diciembre;9,7;76,39;74;718
Europa;Países Bajos;Andalucía;Almería;2021;1;Enero;8,1;60,49;3225;26123
Europa;Países Bajos;Andalucía;Almería;2021;2;Febrero;10,6;60,49;3042;32245
Europa;Países Bajos;Andalucía;Almería;2021;3;Marzo;10,7;60,49;3253;34807
Europa;Países Bajos;Andalucía;Almería;2021;4;Abril;10,4;60,49;3084;32074
Europa;Países Bajos;Andalucía;Almería;2021;5;Mayo;9,9;60,49;3657;36204
Europa;Países Bajos;Andalucía;Almería;2021;6;Junio;10,7;60,49;3850;41195
Europa;Países Bajos;Andalucía;Almería;2021;7;Julio;9,4;60,49;5136;48278
Europa;Países Bajos;Andalucía;Almería;2021;8;Agosto;9,9;60,49;6232;61697
Europa;Países Bajos;Andalucía;Almería;2021;9;Septiembre;9,5;60,49;5559;52811
Europa;Países Bajos;Andalucía;Almería;2021;10;Octubre;8,7;60,49;6395;55637
Europa;Países Bajos;Andalucía;Almería;2021;11;Noviembre;9,5;60,49;5088;48336
Europa;Países Bajos;Andalucía;Almería;2021;12;Diciembre;11;60,49;4428;48708
Europa;Polonia;Andalucía;Almería;2021;1;Enero;5,1;43,34;752;3835
Europa;Polonia;Andalucía;Almería;2021;2;Febrero;6,3;43,34;644;4057
Europa;Polonia;Andalucía;Almería;2021;3;Marzo;6,7;43,34;644;4315
Europa;Polonia;Andalucía;Almería;2021;4;Abril;6,8;43,34;528;3590
Europa;Polonia;Andalucía;Almería;2021;5;Mayo;6,6;43,34;650;4290
Europa;Polonia;Andalucía;Almería;2021;6;Junio;6,9;43,34;756;5216
Europa;Polonia;Andalucía;Almería;2021;7;Julio;6,8;43,34;1294;8799
Europa;Polonia;Andalucía;Almería;2021;8;Agosto;8,3;43,34;1356;11255
Europa;Polonia;Andalucía;Almería;2021;9;Septiembre;8,2;43,34;1162;9528
Europa;Polonia;Andalucía;Almería;2021;10;Octubre;7,4;43,34;1007;7452
Europa;Polonia;Andalucía;Almería;2021;11;Noviembre;6,1;43,34;983;5996
Europa;Polonia;Andalucía;Almería;2021;12;Diciembre;6,3;43,34;948;5972
Europa;Portugal;Andalucía;Almería;2021;1;Enero;6,7;63,81;239;1601
Europa;Portugal;Andalucía;Almería;2021;2;Febrero;10,7;63,81;204;2183
Europa;Portugal;Andalucía;Almería;2021;3;Marzo;12,4;63,81;239;2964
Europa;Portugal;Andalucía;Almería;2021;4;Abril;9;63,81;230;2070
Europa;Portugal;Andalucía;Almería;2021;5;Mayo;9,4;63,81;335;3149
Europa;Portugal;Andalucía;Almería;2021;6;Junio;7,9;63,81;528;4171
Europa;Portugal;Andalucía;Almería;2021;7;Julio;8,6;63,81;604;5194
Europa;Portugal;Andalucía;Almería;2021;8;Agosto;8,3;63,81;1243;10317
Europa;Portugal;Andalucía;Almería;2021;9;Septiembre;8,3;63,81;935;7761
Europa;Portugal;Andalucía;Almería;2021;10;Octubre;7,6;63,81;540;4104
Europa;Portugal;Andalucía;Almería;2021;11;Noviembre;7;63,81;417;2919
Europa;Portugal;Andalucía;Almería;2021;12;Diciembre;11,7;63,81;309;3615
Europa;Reino Unido;Andalucía;Almería;2021;1;Enero;10,6;70,14;2899;30729
Europa;Reino Unido;Andalucía;Almería;2021;2;Febrero;13;70,14;2551;33163
Europa;Reino Unido;Andalucía;Almería;2021;3;Marzo;11,3;70,14;2458;27775
Europa;Reino Unido;Andalucía;Almería;2021;4;Abril;11,7;70,14;2212;25880
Europa;Reino Unido;Andalucía;Almería;2021;5;Mayo;11,3;70,14;2154;24340
Europa;Reino Unido;Andalucía;Almería;2021;6;Junio;10,3;70,14;3074;31662
Europa;Reino Unido;Andalucía;Almería;2021;7;Julio;12,4;70,14;6305;78182
Europa;Reino Unido;Andalucía;Almería;2021;8;Agosto;11,1;70,14;10961;121667
Europa;Reino Unido;Andalucía;Almería;2021;9;Septiembre;10;70,14;12564;125640
Europa;Reino Unido;Andalucía;Almería;2021;10;Octubre;9,8;70,14;10060;98588
Europa;Reino Unido;Andalucía;Almería;2021;11;Noviembre;11,6;70,14;6454;74866
Europa;Reino Unido;Andalucía;Almería;2021;12;Diciembre;12,3;70,14;3768;46346
Europa;Rumanía;Andalucía;Almería;2021;1;Enero;7;60,78;451;3157
Europa;Rumanía;Andalucía;Almería;2021;2;Febrero;8,4;60,78;446;3746
Europa;Rumanía;Andalucía;Almería;2021;3;Marzo;8,9;60,78;489;4352
Europa;Rumanía;Andalucía;Almería;2021;4;Abril;8,2;60,78;502;4116
Europa;Rumanía;Andalucía;Almería;2021;5;Mayo;7,7;60,78;490;3773
Europa;Rumanía;Andalucía;Almería;2021;6;Junio;8,6;60,78;561;4825
Europa;Rumanía;Andalucía;Almería;2021;7;Julio;8,6;60,78;733;6304
Europa;Rumanía;Andalucía;Almería;2021;8;Agosto;9,5;60,78;762;7239
Europa;Rumanía;Andalucía;Almería;2021;9;Septiembre;9,1;60,78;572;5205
Europa;Rumanía;Andalucía;Almería;2021;10;Octubre;8,8;60,78;612;5386
Europa;Rumanía;Andalucía;Almería;2021;11;Noviembre;8,6;60,78;601;5169
Europa;Rumanía;Andalucía;Almería;2021;12;Diciembre;8;60,78;473;3784
Europa;Rusia;Andalucía;Almería;2021;1;Enero;3,6;94,96;221;796
Europa;Rusia;Andalucía;Almería;2021;2;Febrero;5,1;94,96;151;770
Europa;Rusia;Andalucía;Almería;2021;3;Marzo;5,8;94,96;148;858
Europa;Rusia;Andalucía;Almería;2021;4;Abril;4,9;94,96;186;911
Europa;Rusia;Andalucía;Almería;2021;5;Mayo;4,4;94,96;165;726
Europa;Rusia;Andalucía;Almería;2021;6;Junio;5,3;94,96;146;774
Europa;Rusia;Andalucía;Almería;2021;7;Julio;6;94,96;118;708
Europa;Rusia;Andalucía;Almería;2021;8;Agosto;7;94,96;138;966
Europa;Rusia;Andalucía;Almería;2021;9;Septiembre;6;94,96;190;1140
Europa;Rusia;Andalucía;Almería;2021;10;Octubre;6,2;94,96;147;911
Europa;Rusia;Andalucía;Almería;2021;11;Noviembre;7,3;94,96;134;978
Europa;Rusia;Andalucía;Almería;2021;12;Diciembre;8,4;94,96;116;974
Europa;Suecia;Andalucía;Almería;2021;1;Enero;7,8;65,46;2318;18080
Europa;Suecia;Andalucía;Almería;2021;2;Febrero;10,4;65,46;2509;26094
Europa;Suecia;Andalucía;Almería;2021;3;Marzo;12,1;65,46;2505;30311
Europa;Suecia;Andalucía;Almería;2021;4;Abril;11,2;65,46;2257;25278
Europa;Suecia;Andalucía;Almería;2021;5;Mayo;12,3;65,46;2397;29483
Europa;Suecia;Andalucía;Almería;2021;6;Junio;10,4;65,46;2370;24648
Europa;Suecia;Andalucía;Almería;2021;7;Julio;11,4;65,46;2562;29207
Europa;Suecia;Andalucía;Almería;2021;8;Agosto;12,4;65,46;2629;32600
Europa;Suecia;Andalucía;Almería;2021;9;Septiembre;10,7;65,46;2557;27360
Europa;Suecia;Andalucía;Almería;2021;10;Octubre;10,6;65,46;3038;32203
Europa;Suecia;Andalucía;Almería;2021;11;Noviembre;10,8;65,46;3199;34549
Europa;Suecia;Andalucía;Almería;2021;12;Diciembre;11,5;65,46;2836;32614
Europa;Suiza;Andalucía;Almería;2021;1;Enero;7,2;109,96;268;1930
Europa;Suiza;Andalucía;Almería;2021;2;Febrero;10,5;109,96;112;1176
Europa;Suiza;Andalucía;Almería;2021;3;Marzo;13,2;109,96;131;1729
Europa;Suiza;Andalucía;Almería;2021;4;Abril;11,1;109,96;235;2609
Europa;Suiza;Andalucía;Almería;2021;5;Mayo;9;109,96;245;2205
Europa;Suiza;Andalucía;Almería;2021;6;Junio;8,9;109,96;270;2403
Europa;Suiza;Andalucía;Almería;2021;7;Julio;8,3;109,96;552;4582
Europa;Suiza;Andalucía;Almería;2021;8;Agosto;10,8;109,96;983;10616
Europa;Suiza;Andalucía;Almería;2021;9;Septiembre;10,3;109,96;529;5449
Europa;Suiza;Andalucía;Almería;2021;10;Octubre;8,9;109,96;864;7690
Europa;Suiza;Andalucía;Almería;2021;11;Noviembre;9,1;109,96;456;4150
Europa;Suiza;Andalucía;Almería;2021;12;Diciembre;10;109,96;345;3450
Europa;Turquía;Andalucía;Almería;2021;1;Enero;2,3;72,41;167;384
Europa;Turquía;Andalucía;Almería;2021;2;Febrero;2,6;72,41;190;494
Europa;Turquía;Andalucía;Almería;2021;3;Marzo;2,7;72,41;156;421
Europa;Turquía;Andalucía;Almería;2021;4;Abril;2,6;72,41;229;595
Europa;Turquía;Andalucía;Almería;2021;5;Mayo;2,9;72,41;169;490
Europa;Turquía;Andalucía;Almería;2021;6;Junio;2;72,41;134;268
Europa;Turquía;Andalucía;Almería;2021;7;Julio;2,4;72,41;95;228
Europa;Turquía;Andalucía;Almería;2021;8;Agosto;2,3;72,41;78;179
Europa;Turquía;Andalucía;Almería;2021;9;Septiembre;2,6;72,41;86;224
Europa;Turquía;Andalucía;Almería;2021;10;Octubre;2,2;72,41;89;196
Europa;Turquía;Andalucía;Almería;2021;11;Noviembre;2,3;72,41;114;262
Europa;Turquía;Andalucía;Almería;2021;12;Diciembre;3,6;72,41;82;295
Europa;Alemania;Andalucía;Almería;2020;1;Enero;18,5;82,25;6661;123229
Europa;Alemania;Andalucía;Almería;2020;2;Febrero;19,2;82,25;5569;106925
Europa;Alemania;Andalucía;Almería;2020;3;Marzo;23,9;82,25;6591;157525
Europa;Alemania;Andalucía;Almería;2020;4;Abril;26;82,25;2287;59462
Europa;Alemania;Andalucía;Almería;2020;5;Mayo;28,2;82,25;2310;65142
Europa;Alemania;Andalucía;Almería;2020;6;Junio;11;82,25;2684;29524
Europa;Alemania;Andalucía;Almería;2020;7;Julio;19,4;82,25;4044;78454
Europa;Alemania;Andalucía;Almería;2020;8;Agosto;20,8;82,25;4871;101317
Europa;Alemania;Andalucía;Almería;2020;9;Septiembre;21,4;82,25;3140;67196
Europa;Alemania;Andalucía;Almería;2020;10;Octubre;24,1;82,25;3198;77072
Europa;Alemania;Andalucía;Almería;2020;11;Noviembre;23,5;82,25;3092;72662
Europa;Alemania;Andalucía;Almería;2020;12;Diciembre;21,8;82,25;3072;66970
Europa;Andorra;Andalucía;Almería;2020;1;Enero;7,5;80,62;116;870
Europa;Andorra;Andalucía;Almería;2020;2;Febrero;7;80,62;41;287
Europa;Andorra;Andalucía;Almería;2020;3;Marzo;10,3;80,62;44;453
Europa;Andorra;Andalucía;Almería;2020;7;Julio;9,9;80,62;134;1327
Europa;Andorra;Andalucía;Almería;2020;8;Agosto;10,1;80,62;303;3060
Europa;Andorra;Andalucía;Almería;2020;9;Septiembre;9,3;80,62;143;1330
Europa;Andorra;Andalucía;Almería;2020;10;Octubre;11,5;80,62;87;1001
Europa;Andorra;Andalucía;Almería;2020;11;Noviembre;9,2;80,62;47;432
Europa;Andorra;Andalucía;Almería;2020;12;Diciembre;10;80,62;48;480
Europa;Austria;Andalucía;Almería;2020;1;Enero;11,5;80,01;881;10132
Europa;Austria;Andalucía;Almería;2020;2;Febrero;12,3;80,01;810;9963
Europa;Austria;Andalucía;Almería;2020;3;Marzo;19,4;80,01;769;14919
Europa;Austria;Andalucía;Almería;2020;4;Abril;11;80,01;103;1133
Europa;Austria;Andalucía;Almería;2020;5;Mayo;9,6;80,01;208;1997
Europa;Austria;Andalucía;Almería;2020;6;Junio;7,7;80,01;257;1979
Europa;Austria;Andalucía;Almería;2020;7;Julio;14,9;80,01;766;11413
Europa;Austria;Andalucía;Almería;2020;8;Agosto;15,5;80,01;759;11765
Europa;Austria;Andalucía;Almería;2020;9;Septiembre;12,6;80,01;398;5015
Europa;Austria;Andalucía;Almería;2020;10;Octubre;16,5;80,01;763;12590
Europa;Austria;Andalucía;Almería;2020;11;Noviembre;13,1;80,01;383;5017
Europa;Austria;Andalucía;Almería;2020;12;Diciembre;12,3;80,01;451;5547
Europa;Bélgica;Andalucía;Almería;2020;1;Enero;9,8;69,04;2543;24921
Europa;Bélgica;Andalucía;Almería;2020;2;Febrero;9,6;69,04;2373;22781
Europa;Bélgica;Andalucía;Almería;2020;3;Marzo;11,9;69,04;2195;26121
Europa;Bélgica;Andalucía;Almería;2020;4;Abril;19,3;69,04;335;6466
Europa;Bélgica;Andalucía;Almería;2020;5;Mayo;17,6;69,04;448;7885
Europa;Bélgica;Andalucía;Almería;2020;6;Junio;10,6;69,04;533;5650
Europa;Bélgica;Andalucía;Almería;2020;7;Julio;10,2;69,04;3310;33762
Europa;Bélgica;Andalucía;Almería;2020;8;Agosto;12,6;69,04;3985;50211
Europa;Bélgica;Andalucía;Almería;2020;9;Septiembre;13,9;69,04;1220;16958
Europa;Bélgica;Andalucía;Almería;2020;10;Octubre;13,2;69,04;1319;17411
Europa;Bélgica;Andalucía;Almería;2020;11;Noviembre;14,9;69,04;975;14528
Europa;Bélgica;Andalucía;Almería;2020;12;Diciembre;15,6;69,04;1151;17956
Europa;Dinamarca;Andalucía;Almería;2020;1;Enero;11,1;59,02;360;3996
Europa;Dinamarca;Andalucía;Almería;2020;2;Febrero;13,1;59,02;455;5961
Europa;Dinamarca;Andalucía;Almería;2020;3;Marzo;15,7;59,02;485;7615
Europa;Dinamarca;Andalucía;Almería;2020;4;Abril;16,6;59,02;155;2573
Europa;Dinamarca;Andalucía;Almería;2020;5;Mayo;9,7;59,02;188;1824
Europa;Dinamarca;Andalucía;Almería;2020;6;Junio;9,6;59,02;256;2458
Europa;Dinamarca;Andalucía;Almería;2020;7;Julio;13,3;59,02;401;5333
Europa;Dinamarca;Andalucía;Almería;2020;8;Agosto;13,7;59,02;488;6686
Europa;Dinamarca;Andalucía;Almería;2020;9;Septiembre;13,7;59,02;401;5494
Europa;Dinamarca;Andalucía;Almería;2020;10;Octubre;15,3;59,02;420;6426
Europa;Dinamarca;Andalucía;Almería;2020;11;Noviembre;14,1;59,02;413;5823
Europa;Dinamarca;Andalucía;Almería;2020;12;Diciembre;12,1;59,02;439;5312
Europa;Finlandia;Andalucía;Almería;2020;1;Enero;8,8;51,52;175;1540
Europa;Finlandia;Andalucía;Almería;2020;2;Febrero;8,2;51,52;234;1919
Europa;Finlandia;Andalucía;Almería;2020;3;Marzo;11,2;51,52;216;2419
Europa;Finlandia;Andalucía;Almería;2020;4;Abril;6,6;51,52;105;693
Europa;Finlandia;Andalucía;Almería;2020;5;Mayo;4,6;51,52;111;511
Europa;Finlandia;Andalucía;Almería;2020;6;Junio;5,4;51,52;76;410
Europa;Finlandia;Andalucía;Almería;2020;7;Julio;6,5;51,52;107;696
Europa;Finlandia;Andalucía;Almería;2020;8;Agosto;7,4;51,52;87;644
Europa;Finlandia;Andalucía;Almería;2020;9;Septiembre;5,9;51,52;76;448
Europa;Finlandia;Andalucía;Almería;2020;10;Octubre;5,3;51,52;149;790
Europa;Finlandia;Andalucía;Almería;2020;11;Noviembre;7,3;51,52;84;613
Europa;Finlandia;Andalucía;Almería;2020;12;Diciembre;6;51,52;99;594
Europa;Francia;Andalucía;Almería;2020;1;Enero;12,2;54,54;5784;70565
Europa;Francia;Andalucía;Almería;2020;2;Febrero;11,6;54,54;5651;65552
Europa;Francia;Andalucía;Almería;2020;3;Marzo;15,2;54,54;4886;74267
Europa;Francia;Andalucía;Almería;2020;4;Abril;19,4;54,54;1680;32592
Europa;Francia;Andalucía;Almería;2020;5;Mayo;18,6;54,54;2303;42836
Europa;Francia;Andalucía;Almería;2020;6;Junio;9,2;54,54;3211;29541
Europa;Francia;Andalucía;Almería;2020;7;Julio;12,1;54,54;6778;82014
Europa;Francia;Andalucía;Almería;2020;8;Agosto;13,6;54,54;10295;140012
Europa;Francia;Andalucía;Almería;2020;9;Septiembre;14,5;54,54;5492;79634
Europa;Francia;Andalucía;Almería;2020;10;Octubre;13,9;54,54;5382;74810
Europa;Francia;Andalucía;Almería;2020;11;Noviembre;16,5;54,54;3542;58443
Europa;Francia;Andalucía;Almería;2020;12;Diciembre;15,6;54,54;4511;70372
Europa;Irlanda;Andalucía;Almería;2020;1;Enero;11,7;64,77;619;7242
Europa;Irlanda;Andalucía;Almería;2020;2;Febrero;10,7;64,77;476;5093
Europa;Irlanda;Andalucía;Almería;2020;3;Marzo;19,2;64,77;428;8218
Europa;Irlanda;Andalucía;Almería;2020;4;Abril;21,8;64,77;301;6562
Europa;Irlanda;Andalucía;Almería;2020;5;Mayo;22,5;64,77;284;6390
Europa;Irlanda;Andalucía;Almería;2020;6;Junio;9,3;64,77;312;2902
Europa;Irlanda;Andalucía;Almería;2020;7;Julio;13;64,77;481;6253
Europa;Irlanda;Andalucía;Almería;2020;8;Agosto;19,8;64,77;516;10217
Europa;Irlanda;Andalucía;Almería;2020;9;Septiembre;20,4;64,77;383;7813
Europa;Irlanda;Andalucía;Almería;2020;10;Octubre;20,2;64,77;448;9050
Europa;Irlanda;Andalucía;Almería;2020;11;Noviembre;18,7;64,77;358;6695
Europa;Irlanda;Andalucía;Almería;2020;12;Diciembre;20,2;64,77;451;9110
Europa;Italia;Andalucía;Almería;2020;1;Enero;10,5;50,45;2011;21116
Europa;Italia;Andalucía;Almería;2020;2;Febrero;10;50,45;1890;18900
Europa;Italia;Andalucía;Almería;2020;3;Marzo;13,4;50,45;1583;21212
Europa;Italia;Andalucía;Almería;2020;4;Abril;12,9;50,45;1345;17351
Europa;Italia;Andalucía;Almería;2020;5;Mayo;12,2;50,45;675;8235
Europa;Italia;Andalucía;Almería;2020;6;Junio;7,8;50,45;1166;9095
Europa;Italia;Andalucía;Almería;2020;7;Julio;10,3;50,45;1478;15223
Europa;Italia;Andalucía;Almería;2020;8;Agosto;12,2;50,45;1889;23046
Europa;Italia;Andalucía;Almería;2020;9;Septiembre;13;50,45;1225;15925
