Origen_Continente;Origen;Destino;Destino_Provincia;Anyo;Mes;Mes_Nombre;Tiempo_Medio_Estancia;Gasto_Medio_Diario_PorVisitante;Total_Turistas;Total_Pernoctaciones
Europa;Polonia;Andalucía;Córdoba;2019;8;Agosto;7,7;43,51;262;2017
Europa;Polonia;Andalucía;Córdoba;2019;9;Septiembre;6,6;43,51;340;2244
Europa;Polonia;Andalucía;Córdoba;2019;10;Octubre;6,2;43,51;320;1984
Europa;Polonia;Andalucía;Córdoba;2019;11;Noviembre;8,5;43,51;262;2227
Europa;Polonia;Andalucía;Córdoba;2019;12;Diciembre;8,3;43,51;247;2050
Europa;Portugal;Andalucía;Córdoba;2019;7;Julio;4,8;63,36;743;3566
Europa;Portugal;Andalucía;Córdoba;2019;8;Agosto;6,6;63,36;1572;10375
Europa;Portugal;Andalucía;Córdoba;2019;9;Septiembre;5,8;63,36;887;5145
Europa;Portugal;Andalucía;Córdoba;2019;10;Octubre;6,5;63,36;815;5298
Europa;Portugal;Andalucía;Córdoba;2019;11;Noviembre;6,4;63,36;878;5619
Europa;Portugal;Andalucía;Córdoba;2019;12;Diciembre;7,8;63,36;849;6622
Europa;Reino Unido;Andalucía;Córdoba;2019;7;Julio;7;74,34;3108;21756
Europa;Reino Unido;Andalucía;Córdoba;2019;8;Agosto;9;74,34;3355;30195
Europa;Reino Unido;Andalucía;Córdoba;2019;9;Septiembre;7,8;74,34;3770;29406
Europa;Reino Unido;Andalucía;Córdoba;2019;10;Octubre;6,9;74,34;3751;25882
Europa;Reino Unido;Andalucía;Córdoba;2019;11;Noviembre;7,5;74,34;1731;12983
Europa;Reino Unido;Andalucía;Córdoba;2019;12;Diciembre;7,8;74,34;1694;13213
Europa;Rumanía;Andalucía;Córdoba;2019;7;Julio;7,3;71,35;152;1110
Europa;Rumanía;Andalucía;Córdoba;2019;8;Agosto;10;71,35;133;1330
Europa;Rumanía;Andalucía;Córdoba;2019;9;Septiembre;8,5;71,35;162;1377
Europa;Rumanía;Andalucía;Córdoba;2019;10;Octubre;9,3;71,35;177;1646
Europa;Rumanía;Andalucía;Córdoba;2019;11;Noviembre;9,2;71,35;286;2631
Europa;Rumanía;Andalucía;Córdoba;2019;12;Diciembre;13;71,35;391;5083
Europa;Rusia;Andalucía;Córdoba;2019;7;Julio;4,3;88,55;49;211
Europa;Rusia;Andalucía;Córdoba;2019;8;Agosto;6,4;88,55;51;326
Europa;Rusia;Andalucía;Córdoba;2019;9;Septiembre;4,6;88,55;67;308
Europa;Rusia;Andalucía;Córdoba;2019;10;Octubre;4,7;88,55;83;390
Europa;Rusia;Andalucía;Córdoba;2019;11;Noviembre;5,2;88,55;56;291
Europa;Rusia;Andalucía;Córdoba;2019;12;Diciembre;5,7;88,55;49;279
Europa;Suecia;Andalucía;Córdoba;2019;7;Julio;8,7;59,23;880;7656
Europa;Suecia;Andalucía;Córdoba;2019;8;Agosto;18,7;59,23;1198;22403
Europa;Suecia;Andalucía;Córdoba;2019;9;Septiembre;10;59,23;903;9030
Europa;Suecia;Andalucía;Córdoba;2019;10;Octubre;15,8;59,23;1044;16495
Europa;Suecia;Andalucía;Córdoba;2019;11;Noviembre;16,8;59,23;1148;19286
Europa;Suecia;Andalucía;Córdoba;2019;12;Diciembre;16,9;59,23;1054;17813
Europa;Suiza;Andalucía;Córdoba;2019;7;Julio;6;125,87;259;1554
Europa;Suiza;Andalucía;Córdoba;2019;8;Agosto;9,2;125,87;296;2723
Europa;Suiza;Andalucía;Córdoba;2019;9;Septiembre;7,1;125,87;364;2584
Europa;Suiza;Andalucía;Córdoba;2019;10;Octubre;6,4;125,87;493;3155
Europa;Suiza;Andalucía;Córdoba;2019;11;Noviembre;7;125,87;315;2205
Europa;Suiza;Andalucía;Córdoba;2019;12;Diciembre;6,6;125,87;237;1564
Europa;Turquía;Andalucía;Córdoba;2019;7;Julio;5,3;70,28;48;254
Europa;Turquía;Andalucía;Córdoba;2019;8;Agosto;4,5;70,28;42;189
Europa;Turquía;Andalucía;Córdoba;2019;9;Septiembre;5,3;70,28;35;186
Europa;Turquía;Andalucía;Córdoba;2019;10;Octubre;3,5;70,28;46;161
Europa;Turquía;Andalucía;Córdoba;2019;11;Noviembre;5,1;70,28;63;321
Europa;Alemania;Andalucía;Jaén;2019;7;Julio;9,1;89,57;1186;10793
Europa;Alemania;Andalucía;Jaén;2019;8;Agosto;20,9;89,57;2385;49847
Europa;Alemania;Andalucía;Jaén;2019;9;Septiembre;13,9;89,57;1432;19905
Europa;Alemania;Andalucía;Jaén;2019;10;Octubre;17,4;89,57;1610;28014
Europa;Alemania;Andalucía;Jaén;2019;11;Noviembre;20,1;89,57;1508;30311
Europa;Alemania;Andalucía;Jaén;2019;12;Diciembre;19,7;89,57;1497;29491
Europa;Andorra;Andalucía;Jaén;2019;7;Julio;7,6;91,13;51;388
Europa;Andorra;Andalucía;Jaén;2019;8;Agosto;10,7;91,13;78;835
Europa;Andorra;Andalucía;Jaén;2019;9;Septiembre;11,5;91,13;44;506
Europa;Andorra;Andalucía;Jaén;2019;11;Noviembre;6,4;91,13;30;192
Europa;Austria;Andalucía;Jaén;2019;7;Julio;7,2;88,3;651;4687
Europa;Austria;Andalucía;Jaén;2019;8;Agosto;14,9;88,3;870;12963
Europa;Austria;Andalucía;Jaén;2019;9;Septiembre;9,7;88,3;774;7508
Europa;Austria;Andalucía;Jaén;2019;10;Octubre;10,7;88,3;809;8656
Europa;Austria;Andalucía;Jaén;2019;11;Noviembre;13,8;88,3;641;8846
Europa;Austria;Andalucía;Jaén;2019;12;Diciembre;13,2;88,3;464;6125
Europa;Bélgica;Andalucía;Jaén;2019;7;Julio;2,9;75,09;1175;3408
Europa;Bélgica;Andalucía;Jaén;2019;8;Agosto;4,2;75,09;1416;5947
Europa;Bélgica;Andalucía;Jaén;2019;9;Septiembre;6,7;75,09;356;2385
Europa;Bélgica;Andalucía;Jaén;2019;10;Octubre;8,5;75,09;339;2882
Europa;Bélgica;Andalucía;Jaén;2019;11;Noviembre;8,2;75,09;269;2206
Europa;Bélgica;Andalucía;Jaén;2019;12;Diciembre;6,4;75,09;342;2189
Europa;Dinamarca;Andalucía;Jaén;2019;7;Julio;7,3;60,08;114;832
Europa;Dinamarca;Andalucía;Jaén;2019;8;Agosto;12,3;60,08;198;2435
Europa;Dinamarca;Andalucía;Jaén;2019;9;Septiembre;8,5;60,08;251;2134
Europa;Dinamarca;Andalucía;Jaén;2019;10;Octubre;11,8;60,08;266;3139
Europa;Dinamarca;Andalucía;Jaén;2019;11;Noviembre;13,9;60,08;311;4323
Europa;Dinamarca;Andalucía;Jaén;2019;12;Diciembre;12,1;60,08;206;2493
Europa;Finlandia;Andalucía;Jaén;2019;11;Noviembre;3,8;51,41;37;141
Europa;Francia;Andalucía;Jaén;2019;7;Julio;4,8;56,78;3991;19157
Europa;Francia;Andalucía;Jaén;2019;8;Agosto;6,4;56,78;6296;40294
Europa;Francia;Andalucía;Jaén;2019;9;Septiembre;8,1;56,78;2422;19618
Europa;Francia;Andalucía;Jaén;2019;10;Octubre;9,3;56,78;2237;20804
Europa;Francia;Andalucía;Jaén;2019;11;Noviembre;11;56,78;2094;23034
Europa;Francia;Andalucía;Jaén;2019;12;Diciembre;17,5;56,78;3101;54268
Europa;Irlanda;Andalucía;Jaén;2019;7;Julio;9,5;81,41;138;1311
Europa;Irlanda;Andalucía;Jaén;2019;8;Agosto;10,4;81,41;126;1310
Europa;Irlanda;Andalucía;Jaén;2019;9;Septiembre;7,1;81,41;95;675
Europa;Irlanda;Andalucía;Jaén;2019;10;Octubre;6,9;81,41;60;414
Europa;Irlanda;Andalucía;Jaén;2019;11;Noviembre;6,4;81,41;35;224
Europa;Irlanda;Andalucía;Jaén;2019;12;Diciembre;10,1;81,41;68;687
Europa;Italia;Andalucía;Jaén;2019;7;Julio;6,3;56,09;507;3194
Europa;Italia;Andalucía;Jaén;2019;8;Agosto;8,4;56,09;799;6712
Europa;Italia;Andalucía;Jaén;2019;9;Septiembre;7,4;56,09;575;4255
Europa;Italia;Andalucía;Jaén;2019;10;Octubre;7,7;56,09;560;4312
Europa;Italia;Andalucía;Jaén;2019;11;Noviembre;7,6;56,09;553;4203
Europa;Italia;Andalucía;Jaén;2019;12;Diciembre;10,3;56,09;672;6922
Europa;Noruega;Andalucía;Jaén;2019;7;Julio;9,8;68,28;47;461
Europa;Noruega;Andalucía;Jaén;2019;8;Agosto;9,3;68,28;59;549
Europa;Noruega;Andalucía;Jaén;2019;10;Octubre;8,1;68,28;55;446
Europa;Noruega;Andalucía;Jaén;2019;12;Diciembre;12,2;68,28;34;415
Europa;Países Bajos;Andalucía;Jaén;2019;7;Julio;4,7;59,9;2656;12483
Europa;Países Bajos;Andalucía;Jaén;2019;8;Agosto;9,2;59,9;3603;33148
Europa;Países Bajos;Andalucía;Jaén;2019;9;Septiembre;7,8;59,9;2021;15764
Europa;Países Bajos;Andalucía;Jaén;2019;10;Octubre;8,4;59,9;2171;18236
Europa;Países Bajos;Andalucía;Jaén;2019;11;Noviembre;8,8;59,9;2417;21270
Europa;Países Bajos;Andalucía;Jaén;2019;12;Diciembre;8,9;59,9;2753;24502
Europa;Polonia;Andalucía;Jaén;2019;7;Julio;7,1;43,51;201;1427
Europa;Polonia;Andalucía;Jaén;2019;8;Agosto;8,7;43,51;183;1592
Europa;Polonia;Andalucía;Jaén;2019;9;Septiembre;6,6;43,51;193;1274
Europa;Polonia;Andalucía;Jaén;2019;10;Octubre;6,7;43,51;258;1729
Europa;Polonia;Andalucía;Jaén;2019;11;Noviembre;6,9;43,51;235;1622
Europa;Polonia;Andalucía;Jaén;2019;12;Diciembre;8,1;43,51;299;2422
Europa;Portugal;Andalucía;Jaén;2019;7;Julio;5,7;63,36;229;1305
Europa;Portugal;Andalucía;Jaén;2019;8;Agosto;9,8;63,36;322;3156
Europa;Portugal;Andalucía;Jaén;2019;9;Septiembre;7,5;63,36;239;1793
Europa;Portugal;Andalucía;Jaén;2019;10;Octubre;8,6;63,36;229;1969
Europa;Portugal;Andalucía;Jaén;2019;11;Noviembre;9,7;63,36;211;2047
Europa;Portugal;Andalucía;Jaén;2019;12;Diciembre;11,7;63,36;287;3358
Europa;Reino Unido;Andalucía;Jaén;2019;7;Julio;8,5;74,34;1630;13855
Europa;Reino Unido;Andalucía;Jaén;2019;8;Agosto;12;74,34;1827;21924
Europa;Reino Unido;Andalucía;Jaén;2019;9;Septiembre;9,9;74,34;1678;16612
Europa;Reino Unido;Andalucía;Jaén;2019;10;Octubre;9,2;74,34;1584;14573
Europa;Reino Unido;Andalucía;Jaén;2019;11;Noviembre;9,9;74,34;802;7940
Europa;Reino Unido;Andalucía;Jaén;2019;12;Diciembre;9,8;74,34;973;9535
Europa;Rumanía;Andalucía;Jaén;2019;7;Julio;6,6;71,35;90;594
Europa;Rumanía;Andalucía;Jaén;2019;8;Agosto;9;71,35;73;657
Europa;Rumanía;Andalucía;Jaén;2019;9;Septiembre;6,6;71,35;68;449
Europa;Rumanía;Andalucía;Jaén;2019;10;Octubre;7,3;71,35;94;686
Europa;Rumanía;Andalucía;Jaén;2019;11;Noviembre;7,1;71,35;129;916
Europa;Rumanía;Andalucía;Jaén;2019;12;Diciembre;9,7;71,35;288;2794
Europa;Suecia;Andalucía;Jaén;2019;7;Julio;8,6;59,23;776;6674
Europa;Suecia;Andalucía;Jaén;2019;8;Agosto;18,6;59,23;1114;20720
Europa;Suecia;Andalucía;Jaén;2019;9;Septiembre;10,7;59,23;764;8175
Europa;Suecia;Andalucía;Jaén;2019;10;Octubre;17,9;59,23;897;16056
Europa;Suecia;Andalucía;Jaén;2019;11;Noviembre;17,9;59,23;1053;18849
Europa;Suecia;Andalucía;Jaén;2019;12;Diciembre;18,1;59,23;974;17629
Europa;Suiza;Andalucía;Jaén;2019;7;Julio;5,2;125,87;183;952
Europa;Suiza;Andalucía;Jaén;2019;8;Agosto;9,8;125,87;275;2695
Europa;Suiza;Andalucía;Jaén;2019;9;Septiembre;7,7;125,87;146;1124
Europa;Suiza;Andalucía;Jaén;2019;10;Octubre;9;125,87;165;1485
Europa;Suiza;Andalucía;Jaén;2019;11;Noviembre;6,9;125,87;94;649
Europa;Suiza;Andalucía;Jaén;2019;12;Diciembre;7,5;125,87;113;848
Europa;Alemania;Andalucía;Jaén;2021;1;Enero;10,6;76,38;966;10240
Europa;Alemania;Andalucía;Jaén;2021;2;Febrero;12,8;76,38;768;9830
Europa;Alemania;Andalucía;Jaén;2021;3;Marzo;12,1;76,38;757;9160
Europa;Alemania;Andalucía;Jaén;2021;4;Abril;12,2;76,38;752;9174
Europa;Alemania;Andalucía;Jaén;2021;5;Mayo;10,6;76,38;822;8713
Europa;Alemania;Andalucía;Jaén;2021;6;Junio;9,2;76,38;810;7452
Europa;Alemania;Andalucía;Jaén;2021;7;Julio;10,4;76,38;948;9859
Europa;Alemania;Andalucía;Jaén;2021;8;Agosto;10,6;76,38;1112;11787
Europa;Alemania;Andalucía;Jaén;2021;9;Septiembre;11,1;76,38;1017;11289
Europa;Alemania;Andalucía;Jaén;2021;10;Octubre;11,2;76,38;1201;13451
Europa;Alemania;Andalucía;Jaén;2021;11;Noviembre;10,1;76,38;1093;11039
Europa;Alemania;Andalucía;Jaén;2021;12;Diciembre;12,8;76,38;1059;13555
Europa;Andorra;Andalucía;Jaén;2021;7;Julio;9;82,04;36;324
Europa;Andorra;Andalucía;Jaén;2021;8;Agosto;9,6;82,04;81;778
Europa;Andorra;Andalucía;Jaén;2021;9;Septiembre;15,6;82,04;35;546
Europa;Andorra;Andalucía;Jaén;2021;11;Noviembre;7,8;82,04;46;359
Europa;Austria;Andalucía;Jaén;2021;1;Enero;5,1;73,55;442;2254
Europa;Austria;Andalucía;Jaén;2021;2;Febrero;6;73,55;283;1698
Europa;Austria;Andalucía;Jaén;2021;3;Marzo;8,1;73,55;353;2859
Europa;Austria;Andalucía;Jaén;2021;4;Abril;6,5;73,55;502;3263
Europa;Austria;Andalucía;Jaén;2021;5;Mayo;6,9;73,55;545;3761
Europa;Austria;Andalucía;Jaén;2021;6;Junio;6,9;73,55;575;3968
Europa;Austria;Andalucía;Jaén;2021;7;Julio;8,2;73,55;1000;8200
Europa;Austria;Andalucía;Jaén;2021;8;Agosto;7,6;73,55;1065;8094
Europa;Austria;Andalucía;Jaén;2021;9;Septiembre;7,8;73,55;785;6123
Europa;Austria;Andalucía;Jaén;2021;10;Octubre;9,6;73,55;881;8458
Europa;Austria;Andalucía;Jaén;2021;11;Noviembre;7,7;73,55;793;6106
Europa;Austria;Andalucía;Jaén;2021;12;Diciembre;10,4;73,55;706;7342
Europa;Bélgica;Andalucía;Jaén;2021;1;Enero;7,7;72,46;172;1324
Europa;Bélgica;Andalucía;Jaén;2021;2;Febrero;8,4;72,46;158;1327
Europa;Bélgica;Andalucía;Jaén;2021;3;Marzo;9,4;72,46;146;1372
Europa;Bélgica;Andalucía;Jaén;2021;4;Abril;8,8;72,46;162;1426
Europa;Bélgica;Andalucía;Jaén;2021;5;Mayo;7,3;72,46;164;1197
Europa;Bélgica;Andalucía;Jaén;2021;6;Junio;7,9;72,46;172;1359
Europa;Bélgica;Andalucía;Jaén;2021;7;Julio;7;72,46;381;2667
Europa;Bélgica;Andalucía;Jaén;2021;8;Agosto;8,5;72,46;464;3944
Europa;Bélgica;Andalucía;Jaén;2021;9;Septiembre;7,7;72,46;312;2402
Europa;Bélgica;Andalucía;Jaén;2021;10;Octubre;7,7;72,46;397;3057
Europa;Bélgica;Andalucía;Jaén;2021;11;Noviembre;6,9;72,46;315;2174
Europa;Bélgica;Andalucía;Jaén;2021;12;Diciembre;7,1;72,46;226;1605
Europa;Dinamarca;Andalucía;Jaén;2021;1;Enero;10;64,99;238;2380
Europa;Dinamarca;Andalucía;Jaén;2021;2;Febrero;10,9;64,99;345;3761
Europa;Dinamarca;Andalucía;Jaén;2021;3;Marzo;9,5;64,99;332;3154
Europa;Dinamarca;Andalucía;Jaén;2021;4;Abril;11;64,99;267;2937
Europa;Dinamarca;Andalucía;Jaén;2021;5;Mayo;8,7;64,99;269;2340
Europa;Dinamarca;Andalucía;Jaén;2021;6;Junio;9,2;64,99;385;3542
Europa;Dinamarca;Andalucía;Jaén;2021;7;Julio;11,2;64,99;260;2912
Europa;Dinamarca;Andalucía;Jaén;2021;8;Agosto;10,2;64,99;299;3050
Europa;Dinamarca;Andalucía;Jaén;2021;9;Septiembre;10,1;64,99;378;3818
Europa;Dinamarca;Andalucía;Jaén;2021;10;Octubre;9,8;64,99;291;2852
Europa;Dinamarca;Andalucía;Jaén;2021;11;Noviembre;9,4;64,99;349;3281
Europa;Dinamarca;Andalucía;Jaén;2021;12;Diciembre;10,7;64,99;333;3563
Europa;Francia;Andalucía;Jaén;2021;1;Enero;9;57,62;1806;16254
Europa;Francia;Andalucía;Jaén;2021;2;Febrero;12,3;57,62;1331;16371
Europa;Francia;Andalucía;Jaén;2021;3;Marzo;13,4;57,62;1826;24468
Europa;Francia;Andalucía;Jaén;2021;4;Abril;11,6;57,62;1714;19882
Europa;Francia;Andalucía;Jaén;2021;5;Mayo;9,5;57,62;2065;19618
Europa;Francia;Andalucía;Jaén;2021;6;Junio;11,1;57,62;2065;22922
Europa;Francia;Andalucía;Jaén;2021;7;Julio;10,4;57,62;2633;27383
Europa;Francia;Andalucía;Jaén;2021;8;Agosto;10,3;57,62;3835;39501
Europa;Francia;Andalucía;Jaén;2021;9;Septiembre;10,8;57,62;2748;29678
Europa;Francia;Andalucía;Jaén;2021;10;Octubre;10,1;57,62;2908;29371
Europa;Francia;Andalucía;Jaén;2021;11;Noviembre;10,1;57,62;2882;29108
Europa;Francia;Andalucía;Jaén;2021;12;Diciembre;11,8;57,62;2760;32568
Europa;Irlanda;Andalucía;Jaén;2021;1;Enero;8;63,61;60;480
Europa;Irlanda;Andalucía;Jaén;2021;2;Febrero;10,1;63,61;51;515
Europa;Irlanda;Andalucía;Jaén;2021;3;Marzo;8,6;63,61;59;507
Europa;Irlanda;Andalucía;Jaén;2021;4;Abril;6;63,61;34;204
Europa;Irlanda;Andalucía;Jaén;2021;5;Mayo;9,5;63,61;51;485
Europa;Irlanda;Andalucía;Jaén;2021;6;Junio;9,5;63,61;64;608
Europa;Irlanda;Andalucía;Jaén;2021;7;Julio;9;63,61;50;450
Europa;Irlanda;Andalucía;Jaén;2021;8;Agosto;11,2;63,61;71;795
Europa;Irlanda;Andalucía;Jaén;2021;9;Septiembre;6,5;63,61;46;299
Europa;Irlanda;Andalucía;Jaén;2021;10;Octubre;8,8;63,61;54;475
Europa;Irlanda;Andalucía;Jaén;2021;11;Noviembre;9;63,61;56;504
Europa;Irlanda;Andalucía;Jaén;2021;12;Diciembre;4,4;63,61;62;273
Europa;Italia;Andalucía;Jaén;2021;1;Enero;8;43,18;423;3384
Europa;Italia;Andalucía;Jaén;2021;2;Febrero;8,7;43,18;441;3837
Europa;Italia;Andalucía;Jaén;2021;3;Marzo;8,7;43,18;398;3463
Europa;Italia;Andalucía;Jaén;2021;4;Abril;8,6;43,18;417;3586
Europa;Italia;Andalucía;Jaén;2021;5;Mayo;6,5;43,18;383;2490
Europa;Italia;Andalucía;Jaén;2021;6;Junio;9;43,18;443;3987
Europa;Italia;Andalucía;Jaén;2021;7;Julio;8,2;43,18;433;3551
Europa;Italia;Andalucía;Jaén;2021;8;Agosto;8,6;43,18;480;4128
Europa;Italia;Andalucía;Jaén;2021;9;Septiembre;8,2;43,18;441;3616
Europa;Italia;Andalucía;Jaén;2021;10;Octubre;6,8;43,18;487;3312
Europa;Italia;Andalucía;Jaén;2021;11;Noviembre;7;43,18;508;3556
Europa;Italia;Andalucía;Jaén;2021;12;Diciembre;8,8;43,18;583;5130
Europa;Noruega;Andalucía;Jaén;2021;10;Octubre;8,4;76,39;46;386
Europa;Países Bajos;Andalucía;Jaén;2021;1;Enero;7,5;60,49;1999;14993
Europa;Países Bajos;Andalucía;Jaén;2021;2;Febrero;9,5;60,49;2086;19817
Europa;Países Bajos;Andalucía;Jaén;2021;3;Marzo;10,5;60,49;2015;21158
Europa;Países Bajos;Andalucía;Jaén;2021;4;Abril;9,4;60,49;2164;20342
Europa;Países Bajos;Andalucía;Jaén;2021;5;Mayo;8,3;60,49;2487;20642
Europa;Países Bajos;Andalucía;Jaén;2021;6;Junio;9;60,49;2590;23310
Europa;Países Bajos;Andalucía;Jaén;2021;7;Julio;9,2;60,49;2911;26781
Europa;Países Bajos;Andalucía;Jaén;2021;8;Agosto;9,1;60,49;3449;31386
Europa;Países Bajos;Andalucía;Jaén;2021;9;Septiembre;9,8;60,49;2851;27940
Europa;Países Bajos;Andalucía;Jaén;2021;10;Octubre;8,1;60,49;3552;28771
Europa;Países Bajos;Andalucía;Jaén;2021;11;Noviembre;7,9;60,49;3202;25296
Europa;Países Bajos;Andalucía;Jaén;2021;12;Diciembre;10,6;60,49;2795;29627
Europa;Polonia;Andalucía;Jaén;2021;1;Enero;5,8;43,34;172;998
Europa;Polonia;Andalucía;Jaén;2021;2;Febrero;6,2;43,34;161;998
Europa;Polonia;Andalucía;Jaén;2021;3;Marzo;6,1;43,34;176;1074
Europa;Polonia;Andalucía;Jaén;2021;4;Abril;5,8;43,34;143;829
Europa;Polonia;Andalucía;Jaén;2021;5;Mayo;6,4;43,34;163;1043
Europa;Polonia;Andalucía;Jaén;2021;6;Junio;5,7;43,34;172;980
Europa;Polonia;Andalucía;Jaén;2021;7;Julio;6,2;43,34;178;1104
Europa;Polonia;Andalucía;Jaén;2021;8;Agosto;7,9;43,34;193;1525
Europa;Polonia;Andalucía;Jaén;2021;9;Septiembre;7;43,34;167;1169
Europa;Polonia;Andalucía;Jaén;2021;10;Octubre;6,6;43,34;191;1261
Europa;Polonia;Andalucía;Jaén;2021;11;Noviembre;5,2;43,34;197;1024
Europa;Polonia;Andalucía;Jaén;2021;12;Diciembre;6,8;43,34;201;1367
Europa;Portugal;Andalucía;Jaén;2021;1;Enero;6,9;63,81;196;1352
Europa;Portugal;Andalucía;Jaén;2021;2;Febrero;10,4;63,81;174;1810
Europa;Portugal;Andalucía;Jaén;2021;3;Marzo;9,6;63,81;215;2064
Europa;Portugal;Andalucía;Jaén;2021;4;Abril;9,1;63,81;180;1638
Europa;Portugal;Andalucía;Jaén;2021;5;Mayo;7,9;63,81;240;1896
Europa;Portugal;Andalucía;Jaén;2021;6;Junio;8,3;63,81;272;2258
Europa;Portugal;Andalucía;Jaén;2021;7;Julio;9;63,81;317;2853
Europa;Portugal;Andalucía;Jaén;2021;8;Agosto;8,5;63,81;340;2890
Europa;Portugal;Andalucía;Jaén;2021;9;Septiembre;8,2;63,81;336;2755
Europa;Portugal;Andalucía;Jaén;2021;10;Octubre;7,9;63,81;338;2670
Europa;Portugal;Andalucía;Jaén;2021;11;Noviembre;7,2;63,81;339;2441
Europa;Portugal;Andalucía;Jaén;2021;12;Diciembre;13,1;63,81;301;3943
Europa;Reino Unido;Andalucía;Jaén;2021;1;Enero;8,6;70,14;378;3251
Europa;Reino Unido;Andalucía;Jaén;2021;2;Febrero;15;70,14;299;4485
Europa;Reino Unido;Andalucía;Jaén;2021;3;Marzo;12,6;70,14;220;2772
Europa;Reino Unido;Andalucía;Jaén;2021;4;Abril;11,2;70,14;246;2755
Europa;Reino Unido;Andalucía;Jaén;2021;5;Mayo;9,6;70,14;254;2438
Europa;Reino Unido;Andalucía;Jaén;2021;6;Junio;9,3;70,14;322;2995
Europa;Reino Unido;Andalucía;Jaén;2021;7;Julio;10,4;70,14;684;7114
Europa;Reino Unido;Andalucía;Jaén;2021;8;Agosto;11,2;70,14;1030;11536
Europa;Reino Unido;Andalucía;Jaén;2021;9;Septiembre;11,2;70,14;907;10158
Europa;Reino Unido;Andalucía;Jaén;2021;10;Octubre;8,6;70,14;670;5762
Europa;Reino Unido;Andalucía;Jaén;2021;11;Noviembre;9,6;70,14;488;4685
Europa;Reino Unido;Andalucía;Jaén;2021;12;Diciembre;11,4;70,14;422;4811
Europa;Rumanía;Andalucía;Jaén;2021;1;Enero;9;60,78;150;1350
Europa;Rumanía;Andalucía;Jaén;2021;2;Febrero;9,6;60,78;185;1776
Europa;Rumanía;Andalucía;Jaén;2021;3;Marzo;8,5;60,78;124;1054
Europa;Rumanía;Andalucía;Jaén;2021;4;Abril;6,5;60,78;69;449
Europa;Rumanía;Andalucía;Jaén;2021;5;Mayo;7,3;60,78;85;621
Europa;Rumanía;Andalucía;Jaén;2021;6;Junio;7,1;60,78;107;760
Europa;Rumanía;Andalucía;Jaén;2021;7;Julio;6,5;60,78;59;384
Europa;Rumanía;Andalucía;Jaén;2021;8;Agosto;9,1;60,78;54;491
Europa;Rumanía;Andalucía;Jaén;2021;9;Septiembre;7,6;60,78;64;486
Europa;Rumanía;Andalucía;Jaén;2021;10;Octubre;6,7;60,78;61;409
Europa;Rumanía;Andalucía;Jaén;2021;11;Noviembre;6;60,78;121;726
Europa;Rumanía;Andalucía;Jaén;2021;12;Diciembre;8,8;60,78;176;1549
Europa;Suecia;Andalucía;Jaén;2021;1;Enero;7,9;65,46;836;6604
Europa;Suecia;Andalucía;Jaén;2021;2;Febrero;10,5;65,46;885;9293
Europa;Suecia;Andalucía;Jaén;2021;3;Marzo;11,4;65,46;752;8573
Europa;Suecia;Andalucía;Jaén;2021;4;Abril;9,6;65,46;663;6365
Europa;Suecia;Andalucía;Jaén;2021;5;Mayo;9,7;65,46;727;7052
Europa;Suecia;Andalucía;Jaén;2021;6;Junio;10,9;65,46;812;8851
Europa;Suecia;Andalucía;Jaén;2021;7;Julio;10,6;65,46;779;8257
Europa;Suecia;Andalucía;Jaén;2021;8;Agosto;11,9;65,46;742;8830
Europa;Suecia;Andalucía;Jaén;2021;9;Septiembre;10,6;65,46;785;8321
Europa;Suecia;Andalucía;Jaén;2021;10;Octubre;10,7;65,46;770;8239
Europa;Suecia;Andalucía;Jaén;2021;11;Noviembre;9;65,46;825;7425
Europa;Suecia;Andalucía;Jaén;2021;12;Diciembre;10,3;65,46;800;8240
Europa;Suiza;Andalucía;Jaén;2021;1;Enero;6,6;109,96;58;383
Europa;Suiza;Andalucía;Jaén;2021;4;Abril;7;109,96;61;427
Europa;Suiza;Andalucía;Jaén;2021;5;Mayo;7,3;109,96;71;518
Europa;Suiza;Andalucía;Jaén;2021;6;Junio;8,9;109,96;62;552
Europa;Suiza;Andalucía;Jaén;2021;7;Julio;6,5;109,96;113;735
Europa;Suiza;Andalucía;Jaén;2021;8;Agosto;8,7;109,96;253;2201
Europa;Suiza;Andalucía;Jaén;2021;9;Septiembre;7,7;109,96;88;678
Europa;Suiza;Andalucía;Jaén;2021;10;Octubre;8,4;109,96;161;1352
Europa;Suiza;Andalucía;Jaén;2021;11;Noviembre;6;109,96;125;750
Europa;Suiza;Andalucía;Jaén;2021;12;Diciembre;8,6;109,96;74;636
Europa;Alemania;Andalucía;Jaén;2020;1;Enero;22,4;82,25;1759;39402
Europa;Alemania;Andalucía;Jaén;2020;2;Febrero;19,3;82,25;1462;28217
Europa;Alemania;Andalucía;Jaén;2020;3;Marzo;25,8;82,25;1717;44299
Europa;Alemania;Andalucía;Jaén;2020;4;Abril;22,8;82,25;997;22732
Europa;Alemania;Andalucía;Jaén;2020;5;Mayo;21,7;82,25;808;17534
Europa;Alemania;Andalucía;Jaén;2020;6;Junio;11,6;82,25;1169;13560
Europa;Alemania;Andalucía;Jaén;2020;7;Julio;20,4;82,25;1241;25316
Europa;Alemania;Andalucía;Jaén;2020;8;Agosto;25,8;82,25;1372;35398
Europa;Alemania;Andalucía;Jaén;2020;9;Septiembre;24,6;82,25;1085;26691
